"","Site","RCP","Period","Rgroup","GCM","M.Bmass","SD.Bmass","Med.Bmass","MAT","MAP","Site_Type"
"3338",7,"RCP45","Mid","p.warm.grass","HadGEM2-CC365",42.31029493,3.49038907545056,42.7392445,6.2654652,450.57739994,"C3"
"3339",7,"RCP45","Mid","p.warm.grass","HadGEM2-ES365",40.57423569,4.34087607861832,39.4697415,6.60885176,427.34760101,"C3"
"3340",7,"RCP45","Mid","p.warm.grass","inmcm4",42.09042933,4.07826642492818,41.1468125,5.01291502,414.74199954,"C3"
"3341",7,"RCP45","Mid","p.warm.grass","IPSL-CM5A-LR",44.17606507,2.47511425528492,44.4109535,6.42832856,428.71769985,"C3"
"3342",7,"RCP45","Mid","p.warm.grass","IPSL-CM5A-MR",43.63316391,3.58007439940707,43.590462,6.33997007,431.59710054,"C3"
"3343",7,"RCP45","Mid","p.warm.grass","MIROC-ESM",42.48476776,3.23608551457748,42.737871,7.3230137,504.24539885,"C3"
"3344",7,"RCP45","Mid","p.warm.grass","MIROC-ESM-CHEM",46.69269354,2.36600886289275,46.1570415,7.11549551,516.83909885,"C3"
"3345",7,"RCP45","Mid","p.warm.grass","MIROC5",42.70685043,3.00324083753003,42.180895,6.74868635,496.91150113,"C3"
"3346",7,"RCP45","Mid","p.warm.grass","MRI-CGCM3",42.33953484,2.6837053531653,42.716278,4.95508504,439.27100002,"C3"
"3347",7,"RCP45","Mid","p.warm.grass","NorESM1-M",42.901816,2.30606176876016,42.3385565,6.09134159,460.54670137,"C3"
"3348",7,"RCP45","Late","p.forb","MRI-CGCM3",18.31364159,1.38582731562126,18.3030625,5.79488363,461.17889832,"C3"
"3349",7,"RCP45","Late","p.forb","NorESM1-M",17.819928215,1.70199364055378,17.44770425,7.32932052,477.17229923,"C3"
"3350",7,"RCP45","Late","p.warm.grass","bcc-csm1-1",42.26153647,2.68976712528525,42.269476,6.28209315,407.92709992,"C3"
"3351",7,"RCP45","Late","p.warm.grass","CanESM2",44.13101203,2.43096757865334,44.34243,7.85521954,495.03579894,"C3"
"3352",7,"RCP45","Late","p.warm.grass","CCSM4",41.32586655,2.89777978335892,41.0152035,7.09229739,451.23289946,"C3"
"3353",7,"RCP45","Late","p.warm.grass","CNRM-CM5",44.39765514,3.37168624526337,44.8619135,6.90359915,499.37929962,"C3"
"3354",7,"RCP45","Late","p.warm.grass","CSIRO-Mk3-6-0",44.41450028,3.20918684618281,44.444166,7.07088137,489.45980009,"C3"
"3355",7,"RCP45","Late","p.warm.grass","GFDL-ESM2G",44.46167931,2.76428845231091,44.613169,5.91530226,547.83079528,"C3"
"3356",7,"RCP45","Late","p.warm.grass","GFDL-ESM2M",42.50639303,2.24505923955983,42.5104865,5.53383719,469.71720123,"C3"
"3357",7,"RCP45","Late","p.warm.grass","HadGEM2-CC365",43.06680372,2.89805070461264,43.229658,7.34432776,445.5342987,"C3"
"3358",7,"RCP45","Late","p.warm.grass","HadGEM2-ES365",42.07811371,4.08585130359215,41.6584665,8.12268431,439.96579984,"C3"
"3359",7,"RCP45","Late","p.warm.grass","inmcm4",39.13850257,2.51415642987996,38.918413,5.96751683,421.41920076,"C3"
"3360",7,"RCP45","Late","p.warm.grass","IPSL-CM5A-LR",42.34075845,2.08019725361541,42.107355,7.25922908,425.0602005,"C3"
"3361",7,"RCP45","Late","p.warm.grass","IPSL-CM5A-MR",41.91719788,4.29505086018148,40.8238925,7.36547955,433.52879856,"C3"
"3362",7,"RCP45","Late","p.warm.grass","MIROC-ESM",42.91899061,3.55865157569445,42.5194145,8.87347604,527.80060004,"C3"
"3363",7,"RCP45","Late","p.warm.grass","MIROC-ESM-CHEM",43.40456755,3.22495400788918,43.096283,8.6751645,523.93259945,"C3"
"3364",7,"RCP45","Late","p.warm.grass","MIROC5",44.57355143,2.96816284467262,44.4948825,7.73747523,472.66410009,"C3"
"3365",7,"RCP45","Late","p.warm.grass","MRI-CGCM3",42.66680657,2.68314267628333,42.7903805,5.79488363,461.17889832,"C3"
"3366",7,"RCP45","Late","p.warm.grass","NorESM1-M",42.20966824,2.56172467013769,41.8438245,7.32932052,477.17229923,"C3"
"3367",7,"RCP45","Late","sagebrush","bcc-csm1-1",611.1670441,27.8663284926981,612.133484,6.28209315,407.92709992,"C3"
"3368",7,"RCP45","Late","sagebrush","CanESM2",763.09575686,53.2253314688149,763.956451,7.85521954,495.03579894,"C3"
"3369",7,"RCP45","Late","sagebrush","CCSM4",699.76642458,32.1136202672994,703.6151735,7.09229739,451.23289946,"C3"
"3370",7,"RCP45","Late","sagebrush","CNRM-CM5",753.41276676,75.3271616418091,775.6740115,6.90359915,499.37929962,"C3"
"3371",7,"RCP45","Late","sagebrush","CSIRO-Mk3-6-0",770.59384585,63.7285835179275,791.073639,7.07088137,489.45980009,"C3"
"3372",7,"RCP45","Late","sagebrush","GFDL-ESM2G",842.89540955,76.8240045694002,831.6960755,5.91530226,547.83079528,"C3"
"3373",7,"RCP45","Late","sagebrush","GFDL-ESM2M",761.97291622,56.1960514585977,771.9963075,5.53383719,469.71720123,"C3"
"3374",7,"RCP45","Late","sagebrush","HadGEM2-CC365",685.92504092,33.4077194676544,684.0418395,7.34432776,445.5342987,"C3"
"3375",7,"RCP45","Late","sagebrush","HadGEM2-ES365",702.89595094,63.7791865131703,712.1351625,8.12268431,439.96579984,"C3"
"3376",7,"RCP45","Late","sagebrush","inmcm4",603.98016662,40.6380287171812,598.520538,5.96751683,421.41920076,"C3"
"3377",7,"RCP45","Late","sagebrush","IPSL-CM5A-LR",651.81372622,36.6242090522024,649.2462155,7.25922908,425.0602005,"C3"
"3378",7,"RCP45","Late","sagebrush","IPSL-CM5A-MR",672.32017459,50.9353040485671,674.218811,7.36547955,433.52879856,"C3"
"3379",7,"RCP45","Late","sagebrush","MIROC-ESM",847.44688783,57.9376406268096,841.647003,8.87347604,527.80060004,"C3"
"3380",7,"RCP45","Late","sagebrush","MIROC-ESM-CHEM",798.51733033,90.6653608868773,817.8623655,8.6751645,523.93259945,"C3"
"3381",7,"RCP45","Late","sagebrush","MIROC5",776.54335999,42.2448585443286,769.862488,7.73747523,472.66410009,"C3"
"3382",7,"RCP45","Late","sagebrush","MRI-CGCM3",716.68425171,78.1765055900789,718.712311,5.79488363,461.17889832,"C3"
"3383",7,"RCP45","Late","sagebrush","NorESM1-M",807.51414918,50.8077369337945,806.5133055,7.32932052,477.17229923,"C3"
"3384",7,"0","0","a.forb","Current",5.86361508,0.133070693594644,5.878063,3.09886846,260.00180039,"C3"
"3385",7,"0","0","p.cool.grass","Current",63.959591,3.141392427904,63.6983965,3.09886846,260.00180039,"C3"
"3386",7,"0","0","p.forb","Current",17.31438155,1.35262295543836,17.221344,3.09886846,260.00180039,"C3"
"3387",7,"0","0","p.warm.grass","Current",34.68270346,1.78790071443833,34.738773,3.09886846,260.00180039,"C3"
"3388",7,"0","0","sagebrush","Current",418.33594324,23.6599104277726,421.5967865,3.09886846,260.00180039,"C3"
"3389",7,"0","0","shrub","Current",7.8505422,0.795299755002775,7.8416645,3.09886846,260.00180039,"C3"
"3390",7,"RCP85","Late","a.forb","HadGEM2-ES365",6.47907566,0.137191275027852,6.4849095,10.90116658,445.3256012,"C3"
"3391",7,"RCP85","Late","a.forb","inmcm4",6.00538716,0.145707947433741,5.998957,8.11989421,409.20659971,"C3"
"3392",7,"RCP85","Late","a.forb","IPSL-CM5A-LR",6.476443545,0.189608815358033,6.44929575,10.34467521,417.90420045,"C3"
"3393",7,"RCP85","Late","a.forb","IPSL-CM5A-MR",6.56371907,0.137311311259052,6.55764825,10.57519894,368.05950012,"C3"
"3394",7,"RCP85","Late","a.forb","MIROC-ESM",6.7778024,0.0897203020861512,6.7668955,11.80602533,529.60799711,"C3"
"3395",7,"RCP85","Late","a.forb","MIROC-ESM-CHEM",6.37257116,0.137728406217145,6.35563125,12.21883206,506.55929932,"C3"
"3396",7,"RCP85","Late","a.forb","MIROC5",6.569246345,0.151412544287952,6.587582,10.06995446,505.39619936,"C3"
"3397",7,"RCP85","Late","a.forb","MRI-CGCM3",6.29098307,0.109903547819263,6.276952,7.44128588,496.27460114,"C3"
"3398",7,"RCP85","Late","a.forb","NorESM1-M",6.13542202,0.182333922633353,6.14964425,9.23150864,521.88030123,"C3"
"3399",7,"RCP85","Late","p.cool.grass","bcc-csm1-1",73.23294182,6.08208405860484,73.281876,9.0166494,380.79259827,"C3"
"3400",7,"RCP85","Late","p.cool.grass","CanESM2",71.26356603,4.30095420793571,70.2914085,10.20332438,611.45729919,"C3"
"3401",7,"RCP85","Late","p.cool.grass","CCSM4",69.95500095,6.07767578359952,67.8588295,9.58421243,435.68519985,"C3"
"3402",7,"RCP85","Late","p.cool.grass","CNRM-CM5",73.4810724,6.30767145927667,72.727478,9.06096267,533.89640194,"C3"
"3403",7,"RCP85","Late","p.cool.grass","CSIRO-Mk3-6-0",69.23535901,4.66148560579382,69.7997095,9.28250163,526.18600067,"C3"
"3404",7,"RCP85","Late","p.cool.grass","GFDL-ESM2G",67.97537833,3.67342224278689,67.7068255,8.27894418,604.96209964,"C3"
"3405",7,"RCP85","Late","p.cool.grass","GFDL-ESM2M",75.06789537,5.11339013404996,75.0854685,7.86659958,521.84579983,"C3"
"3406",7,"RCP85","Late","p.cool.grass","HadGEM2-CC365",71.09794024,7.05801296815138,71.744091,10.99309194,418.26259915,"C3"
"3407",7,"RCP85","Late","p.cool.grass","HadGEM2-ES365",72.50016496,3.48939139064701,72.2085265,10.90116658,445.3256012,"C3"
"3408",7,"RCP85","Late","p.cool.grass","inmcm4",68.53045431,6.42604087783829,68.8760565,8.11989421,409.20659971,"C3"
"3409",7,"RCP85","Late","p.cool.grass","IPSL-CM5A-LR",69.46849217,4.88665612467896,70.1575355,10.34467521,417.90420045,"C3"
"3410",7,"RCP85","Late","p.cool.grass","IPSL-CM5A-MR",70.33861,4.30817295014652,70.753227,10.57519894,368.05950012,"C3"
"3411",7,"RCP85","Late","p.cool.grass","MIROC-ESM",69.78697846,3.95745076944483,70.206051,11.80602533,529.60799711,"C3"
"3412",7,"RCP85","Late","p.cool.grass","MIROC-ESM-CHEM",72.09046844,5.12226323057001,71.552021,12.21883206,506.55929932,"C3"
"3413",7,"RCP85","Late","p.cool.grass","MIROC5",67.97769052,5.89985610956874,68.699001,10.06995446,505.39619936,"C3"
"3414",7,"RCP85","Late","p.cool.grass","MRI-CGCM3",71.71557475,4.81175105992159,70.6087185,7.44128588,496.27460114,"C3"
"3415",7,"RCP85","Late","p.cool.grass","NorESM1-M",70.64460107,5.30423416920816,70.873703,9.23150864,521.88030123,"C3"
"3416",7,"RCP85","Late","p.forb","bcc-csm1-1",18.5870515,1.72412926577133,18.58933875,9.0166494,380.79259827,"C3"
"3417",7,"RCP85","Late","p.forb","CanESM2",15.088397675,1.21817660623543,15.06838525,10.20332438,611.45729919,"C3"
"3418",7,"RCP85","Late","p.forb","CCSM4",16.564961105,1.41012421924373,16.42445325,9.58421243,435.68519985,"C3"
"3419",7,"RCP85","Late","p.forb","CNRM-CM5",18.460627375,1.74626029321359,18.43087825,9.06096267,533.89640194,"C3"
"3420",7,"RCP85","Late","p.forb","CSIRO-Mk3-6-0",17.595689055,1.28636644377499,17.59503625,9.28250163,526.18600067,"C3"
"3421",7,"RCP85","Late","p.forb","GFDL-ESM2G",19.15431447,2.01661594870128,19.05703875,8.27894418,604.96209964,"C3"
"3422",7,"RCP85","Late","p.forb","GFDL-ESM2M",19.29864535,1.10348646629014,19.301795,7.86659958,521.84579983,"C3"
"3423",7,"RCP85","Late","p.forb","HadGEM2-CC365",14.316636725,1.27959780983356,14.3137785,10.99309194,418.26259915,"C3"
"3424",7,"RCP85","Late","p.forb","HadGEM2-ES365",14.64322222,1.28155387468193,14.6545735,10.90116658,445.3256012,"C3"
"3425",7,"RCP85","Late","p.forb","inmcm4",18.017925175,1.52392369947922,18.253405,8.11989421,409.20659971,"C3"
"3426",7,"RCP85","Late","p.forb","IPSL-CM5A-LR",14.70351481,1.44320333922088,14.88803025,10.34467521,417.90420045,"C3"
"3427",7,"RCP85","Late","p.forb","IPSL-CM5A-MR",13.877172575,0.920792057746906,13.7624065,10.57519894,368.05950012,"C3"
"3428",7,"RCP85","Late","p.forb","MIROC-ESM",14.852219045,1.30368908444203,15.0472305,11.80602533,529.60799711,"C3"
"3429",7,"RCP85","Late","p.forb","MIROC-ESM-CHEM",14.614138865,1.27957927788617,14.6810525,12.21883206,506.55929932,"C3"
"3430",7,"RCP85","Late","p.forb","MIROC5",14.92962016,1.4667946964388,14.995719,10.06995446,505.39619936,"C3"
"3431",7,"RCP85","Late","p.forb","MRI-CGCM3",18.12935071,1.64643284998686,18.10350725,7.44128588,496.27460114,"C3"
"3432",7,"RCP85","Late","p.forb","NorESM1-M",18.66181653,1.5595623833984,18.67653925,9.23150864,521.88030123,"C3"
"3433",7,"RCP85","Late","p.warm.grass","bcc-csm1-1",39.24835987,3.15389358226795,39.688185,9.0166494,380.79259827,"C3"
"3434",7,"RCP85","Late","p.warm.grass","CanESM2",47.97195663,2.90644934884826,47.5505105,10.20332438,611.45729919,"C3"
"3435",7,"RCP85","Late","p.warm.grass","CCSM4",43.63633925,5.28837122724929,42.9881345,9.58421243,435.68519985,"C3"
"3436",7,"RCP85","Late","p.warm.grass","CNRM-CM5",42.35953933,3.21397381076583,42.180651,9.06096267,533.89640194,"C3"
"3437",7,"RCP85","Late","p.warm.grass","CSIRO-Mk3-6-0",45.01081121,1.60446426411552,45.0466365,9.28250163,526.18600067,"C3"
"3438",7,"RCP85","Late","p.warm.grass","GFDL-ESM2G",44.60055863,2.93813590951155,44.1522125,8.27894418,604.96209964,"C3"
"3439",7,"RCP85","Late","p.warm.grass","GFDL-ESM2M",46.77488229,2.22550088316743,46.873436,7.86659958,521.84579983,"C3"
"3440",7,"RCP85","Late","p.warm.grass","HadGEM2-CC365",43.35559677,3.69543473217781,43.397499,10.99309194,418.26259915,"C3"
"3441",7,"RCP85","Late","p.warm.grass","HadGEM2-ES365",47.00884725,3.34917442272855,46.654442,10.90116658,445.3256012,"C3"
"3442",7,"RCP85","Late","p.warm.grass","inmcm4",39.57157527,2.99546565652983,39.339655,8.11989421,409.20659971,"C3"
"3443",7,"RCP85","Late","p.warm.grass","IPSL-CM5A-LR",49.10194905,3.45635993427575,49.7169475,10.34467521,417.90420045,"C3"
"3444",7,"RCP85","Late","p.warm.grass","IPSL-CM5A-MR",44.12564283,1.62748660298532,43.712946,10.57519894,368.05950012,"C3"
"3445",7,"RCP85","Late","p.warm.grass","MIROC-ESM",48.12264713,4.14005774876857,47.883654,11.80602533,529.60799711,"C3"
"3446",7,"RCP85","Late","p.warm.grass","MIROC-ESM-CHEM",46.04937437,1.97239685837755,46.315588,12.21883206,506.55929932,"C3"
"3447",7,"RCP85","Late","p.warm.grass","MIROC5",50.41184302,3.24639082110517,51.551903,10.06995446,505.39619936,"C3"
"3448",7,"RCP85","Late","p.warm.grass","MRI-CGCM3",42.58194976,2.54543940355734,42.4803355,7.44128588,496.27460114,"C3"
"3449",7,"RCP85","Late","p.warm.grass","NorESM1-M",44.14505829,2.87077601873292,44.267248,9.23150864,521.88030123,"C3"
"3450",7,"RCP85","Late","sagebrush","bcc-csm1-1",582.23754335,47.7495880618856,580.553833,9.0166494,380.79259827,"C3"
"3451",7,"RCP85","Late","sagebrush","CanESM2",742.05006839,42.4111511163603,742.42511,10.20332438,611.45729919,"C3"
"3452",7,"RCP85","Late","sagebrush","CCSM4",588.19841064,114.393426320719,540.458313,9.58421243,435.68519985,"C3"
"3453",7,"RCP85","Late","sagebrush","CNRM-CM5",864.53795468,53.2981167584166,853.3735655,9.06096267,533.89640194,"C3"
"3454",7,"RCP85","Late","sagebrush","CSIRO-Mk3-6-0",858.68818723,68.3614852519278,875.9173275,9.28250163,526.18600067,"C3"
"3455",7,"RCP85","Late","sagebrush","GFDL-ESM2G",922.19686643,47.6121495450479,928.7387695,8.27894418,604.96209964,"C3"
"3456",7,"RCP85","Late","sagebrush","GFDL-ESM2M",782.50625922,48.8272831863751,778.252045,7.86659958,521.84579983,"C3"
"3457",7,"RCP85","Late","sagebrush","HadGEM2-CC365",553.39798218,49.3979261597839,550.3827515,10.99309194,418.26259915,"C3"
"3458",7,"RCP85","Late","sagebrush","HadGEM2-ES365",570.53219178,42.5823642978345,562.458252,10.90116658,445.3256012,"C3"
"3459",7,"RCP85","Late","sagebrush","inmcm4",648.75800965,49.9424540194868,645.4873045,8.11989421,409.20659971,"C3"
"3460",7,"RCP85","Late","sagebrush","IPSL-CM5A-LR",533.90562103,63.7753557698136,545.561615,10.34467521,417.90420045,"C3"
"3461",7,"RCP85","Late","sagebrush","IPSL-CM5A-MR",459.87743469,36.6923244916802,458.472519,10.57519894,368.05950012,"C3"
"3462",7,"RCP85","Late","sagebrush","MIROC-ESM",687.62177735,34.6848787966517,676.933685,11.80602533,529.60799711,"C3"
"3463",7,"RCP85","Late","sagebrush","MIROC-ESM-CHEM",652.20557439,37.3174448622994,646.9238585,12.21883206,506.55929932,"C3"
"3464",7,"RCP85","Late","sagebrush","MIROC5",646.44872193,40.5458235290918,645.24411,10.06995446,505.39619936,"C3"
"3465",7,"RCP85","Late","sagebrush","MRI-CGCM3",791.4936762,46.5712175965695,788.8740845,7.44128588,496.27460114,"C3"
"3466",7,"RCP85","Late","sagebrush","NorESM1-M",831.27881894,73.1206274166897,802.581238,9.23150864,521.88030123,"C3"
"3467",7,"RCP85","Late","shrub","bcc-csm1-1",8.51690332,1.08115719718065,8.356762,9.0166494,380.79259827,"C3"
"3468",7,"RCP85","Late","shrub","CanESM2",7.05688346,0.634925395953776,7.1290805,10.20332438,611.45729919,"C3"
"3469",7,"RCP85","Late","shrub","CCSM4",7.75335046,0.964687595127635,7.760782,9.58421243,435.68519985,"C3"
"3470",7,"RCP85","Late","shrub","CNRM-CM5",8.80860024,1.0583103599849,8.7799475,9.06096267,533.89640194,"C3"
"3471",7,"RCP85","Late","shrub","CSIRO-Mk3-6-0",8.2709898,0.610099008268943,8.2844545,9.28250163,526.18600067,"C3"
"3472",7,"RCP85","Late","shrub","GFDL-ESM2G",9.11661137,1.11972388836066,8.8442795,8.27894418,604.96209964,"C3"
"3473",7,"RCP85","Late","shrub","GFDL-ESM2M",8.4648755,0.82842655879813,8.3546135,7.86659958,521.84579983,"C3"
"3474",7,"RCP85","Late","shrub","HadGEM2-CC365",6.6000019,0.821228564582819,6.538579,10.99309194,418.26259915,"C3"
"3475",7,"RCP85","Late","shrub","HadGEM2-ES365",6.75285903,0.652723106909496,6.77622,10.90116658,445.3256012,"C3"
"3476",7,"RCP85","Late","shrub","inmcm4",8.84001547,0.853559900860709,8.93675,8.11989421,409.20659971,"C3"
"3477",7,"RCP85","Late","shrub","IPSL-CM5A-LR",6.91183141,0.732717520135859,6.744784,10.34467521,417.90420045,"C3"
"3478",7,"RCP85","Late","shrub","IPSL-CM5A-MR",6.57748162,0.753110305387534,6.38741,10.57519894,368.05950012,"C3"
"3479",7,"RCP85","Late","shrub","MIROC-ESM",6.97925574,0.925777983629173,6.891413,11.80602533,529.60799711,"C3"
"3480",7,"RCP85","Late","shrub","MIROC-ESM-CHEM",6.81066268,0.711766900513421,6.854911,12.21883206,506.55929932,"C3"
"3481",7,"RCP85","Late","shrub","MIROC5",6.98558073,1.09833767505176,7.0987045,10.06995446,505.39619936,"C3"
"3482",7,"RCP85","Late","shrub","MRI-CGCM3",8.18820299,0.752126976215479,8.123166,7.44128588,496.27460114,"C3"
"3483",7,"RCP85","Late","shrub","NorESM1-M",8.4043286,1.25473674623105,8.3199645,9.23150864,521.88030123,"C3"
"3484",7,"RCP85","Mid","a.forb","bcc-csm1-1",6.29499389,0.135589507009529,6.286219,6.52949319,417.95909914,"C3"
"3485",7,"RCP85","Mid","a.forb","CanESM2",5.8293967,0.241962934607342,5.8647135,7.25473565,493.01350011,"C3"
"3486",7,"RCP85","Mid","a.forb","CCSM4",5.96044433,0.129086393725472,5.93606575,7.20094,413.94470025,"C3"
"3487",7,"RCP85","Mid","a.forb","CNRM-CM5",6.403176685,0.155111169192746,6.3996705,6.26724214,481.10819853,"C3"
"3488",7,"RCP85","Mid","a.forb","CSIRO-Mk3-6-0",6.5917875,0.258842709243154,6.6511295,6.13107162,463.89139891,"C3"
"3489",7,"RCP85","Mid","a.forb","GFDL-ESM2G",6.089098665,0.142965354801227,6.091047,5.68717885,509.53730375,"C3"
"3490",7,"RCP85","Mid","a.forb","GFDL-ESM2M",5.979585475,0.146088568337785,5.99988325,5.60231239,486.94980099,"C3"
"3491",7,"RCP85","Mid","a.forb","HadGEM2-CC365",6.574587415,0.246924004264753,6.619323,6.96806237,435.78179931,"C3"
"3492",7,"RCP85","Mid","a.forb","HadGEM2-ES365",6.43089584,0.118889879657206,6.4342745,7.31573809,434.69180053,"C3"
"3493",7,"RCP85","Mid","a.forb","inmcm4",6.32057759,0.136244481745931,6.31198525,5.8041759,399.98489897,"C3"
"3494",7,"RCP85","Mid","a.forb","IPSL-CM5A-LR",6.70145037,0.230005461418873,6.67846375,6.73832235,442.51469995,"C3"
"3495",7,"RCP85","Mid","a.forb","IPSL-CM5A-MR",6.611116085,0.163196242934798,6.62180575,7.22056334,431.15699984,"C3"
"3496",7,"RCP85","Mid","a.forb","MIROC-ESM",5.93542954,0.265733212865236,5.95276275,7.78417296,532.4035001,"C3"
"3497",7,"RCP85","Mid","a.forb","MIROC-ESM-CHEM",5.330268015,0.149602441159476,5.305606,8.04838739,493.26270138,"C3"
"3498",7,"RCP85","Mid","a.forb","MIROC5",5.96833993,0.144701966066816,5.97598825,7.30869605,466.7004999,"C3"
"3499",7,"RCP85","Mid","a.forb","MRI-CGCM3",6.47526877,0.125085789342377,6.46158725,5.41005062,482.86980072,"C3"
"3500",7,"RCP85","Mid","a.forb","NorESM1-M",6.47149948,0.158179724742102,6.4456945,6.7329804,439.61300017,"C3"
"3501",7,"RCP85","Mid","p.cool.grass","bcc-csm1-1",71.39271631,5.08204386642876,71.6205405,6.52949319,417.95909914,"C3"
"3502",7,"RCP85","Mid","p.cool.grass","CanESM2",69.82400749,5.52582308476676,68.724327,7.25473565,493.01350011,"C3"
"3503",7,"RCP85","Mid","p.cool.grass","CCSM4",71.54188483,4.84917864151071,71.670612,7.20094,413.94470025,"C3"
"3504",7,"RCP85","Mid","p.cool.grass","CNRM-CM5",73.5338703,3.56349010611426,73.0993115,6.26724214,481.10819853,"C3"
"3505",7,"RCP85","Mid","p.cool.grass","CSIRO-Mk3-6-0",72.95027393,4.09581283164885,72.570488,6.13107162,463.89139891,"C3"
"3506",7,"RCP85","Mid","p.cool.grass","GFDL-ESM2G",74.2657252,7.10103360678888,75.4968645,5.68717885,509.53730375,"C3"
"3507",7,"RCP85","Mid","p.cool.grass","GFDL-ESM2M",69.9767515,3.32197200141029,69.9429585,5.60231239,486.94980099,"C3"
"3508",7,"RCP85","Mid","p.cool.grass","HadGEM2-CC365",69.8666874,6.03988415454656,71.0825005,6.96806237,435.78179931,"C3"
"3509",7,"RCP85","Mid","p.cool.grass","HadGEM2-ES365",70.64439919,5.64991515309401,68.4755095,7.31573809,434.69180053,"C3"
"3510",7,"RCP85","Mid","p.cool.grass","inmcm4",74.33076668,4.61502419034436,73.5484695,5.8041759,399.98489897,"C3"
"3511",7,"RCP85","Mid","p.cool.grass","IPSL-CM5A-LR",67.8616389,4.67701183293748,67.637619,6.73832235,442.51469995,"C3"
"3512",7,"RCP85","Mid","p.cool.grass","IPSL-CM5A-MR",70.28290571,5.8850078309561,69.9737665,7.22056334,431.15699984,"C3"
"3513",7,"RCP85","Mid","p.cool.grass","MIROC-ESM",69.73946671,7.08009463660291,71.005966,7.78417296,532.4035001,"C3"
"3514",7,"RCP85","Mid","p.cool.grass","MIROC-ESM-CHEM",68.39490089,2.87392177639753,68.267521,8.04838739,493.26270138,"C3"
"3515",7,"RCP85","Mid","p.cool.grass","MIROC5",69.46129439,6.22680608773347,67.9369965,7.30869605,466.7004999,"C3"
"3516",7,"RCP85","Mid","p.cool.grass","MRI-CGCM3",71.06645354,4.90222724159686,70.7226295,5.41005062,482.86980072,"C3"
"3517",7,"RCP85","Mid","p.cool.grass","NorESM1-M",70.17438338,5.53591035557155,70.3447645,6.7329804,439.61300017,"C3"
"3518",7,"RCP85","Mid","p.forb","bcc-csm1-1",18.83706907,1.36240781124548,18.849171,6.52949319,417.95909914,"C3"
"3519",7,"RCP85","Mid","p.forb","CanESM2",18.12492105,1.49474983567941,18.161519,7.25473565,493.01350011,"C3"
"3520",7,"RCP85","Mid","p.forb","CCSM4",19.34727027,1.68237396826522,19.3549005,7.20094,413.94470025,"C3"
"3521",7,"RCP85","Mid","p.forb","CNRM-CM5",18.685620825,1.53703640766844,18.79358975,6.26724214,481.10819853,"C3"
"3522",7,"RCP85","Mid","p.forb","CSIRO-Mk3-6-0",18.13833923,1.77299085540739,18.103858,6.13107162,463.89139891,"C3"
"3523",7,"RCP85","Mid","p.forb","GFDL-ESM2G",18.962867755,1.59032580513205,18.92934075,5.68717885,509.53730375,"C3"
"3524",7,"RCP85","Mid","p.forb","GFDL-ESM2M",18.14028646,1.50131129861674,18.0187835,5.60231239,486.94980099,"C3"
"3525",7,"RCP85","Mid","p.forb","HadGEM2-CC365",18.1127904,1.61678174692821,18.28172425,6.96806237,435.78179931,"C3"
"3526",7,"RCP85","Mid","p.forb","HadGEM2-ES365",18.11080747,1.35159843564314,17.87610225,7.31573809,434.69180053,"C3"
"3527",7,"RCP85","Mid","p.forb","inmcm4",18.13858126,1.36008408317152,17.9147955,5.8041759,399.98489897,"C3"
"3528",7,"RCP85","Mid","p.forb","IPSL-CM5A-LR",18.872716125,1.22432208112197,18.80757325,6.73832235,442.51469995,"C3"
"3529",7,"RCP85","Mid","p.forb","IPSL-CM5A-MR",18.44994751,1.30667097065952,18.289544,7.22056334,431.15699984,"C3"
"3530",7,"RCP85","Mid","p.forb","MIROC-ESM",18.77437936,1.82684394137869,18.48943175,7.78417296,532.4035001,"C3"
"3531",7,"RCP85","Mid","p.forb","MIROC-ESM-CHEM",18.297160345,1.35086511086576,18.24180625,8.04838739,493.26270138,"C3"
"3532",7,"RCP85","Mid","p.forb","MIROC5",18.322479625,1.8758395596038,18.295223,7.30869605,466.7004999,"C3"
"3533",7,"RCP85","Mid","p.forb","MRI-CGCM3",18.879960975,1.46216504915981,18.7722435,5.41005062,482.86980072,"C3"
"3534",7,"RCP85","Mid","p.forb","NorESM1-M",18.201852675,1.5189877260534,18.1213805,6.7329804,439.61300017,"C3"
"3535",7,"RCP85","Mid","p.warm.grass","bcc-csm1-1",41.2050737,2.58461724164368,40.5902595,6.52949319,417.95909914,"C3"
"3536",7,"RCP85","Mid","p.warm.grass","CanESM2",41.8607533,3.99224312563349,42.1144085,7.25473565,493.01350011,"C3"
"3537",7,"RCP85","Mid","p.warm.grass","CCSM4",42.76000243,3.22559917415356,43.3334425,7.20094,413.94470025,"C3"
"3538",7,"RCP85","Mid","p.warm.grass","CNRM-CM5",42.36714442,2.35902135598391,42.1621115,6.26724214,481.10819853,"C3"
"3539",7,"RCP85","Mid","p.warm.grass","CSIRO-Mk3-6-0",42.99817302,2.55201185583417,43.0163785,6.13107162,463.89139891,"C3"
"3540",7,"RCP85","Mid","p.warm.grass","GFDL-ESM2G",44.85091198,3.00520217679493,44.7090265,5.68717885,509.53730375,"C3"
"3541",7,"RCP85","Mid","p.warm.grass","GFDL-ESM2M",45.11042768,2.93464653126504,44.8161435,5.60231239,486.94980099,"C3"
"3542",7,"RCP85","Mid","p.warm.grass","HadGEM2-CC365",41.38844626,4.06842610004021,40.315754,6.96806237,435.78179931,"C3"
