"","Site","RCP","Period","Rgroup","Median_Biomass","Percent_Change"
"403","21","RCP85","Late","a.forb",0.47015969,8.06660738820399
"404","21","RCP85","Late","p.cool.grass",2.27858214000001,3.40928459003635
"405","21","RCP85","Late","p.forb",-2.10385747,-11.8473371170366
"406","21","RCP85","Late","p.warm.grass",11.89359296,35.2131966974475
"407","21","RCP85","Late","sagebrush",221.52441162,50.2636134526252
"408","21","RCP85","Late","shrub",-0.20362897,-2.60485542748992
"409","22","RCP45","Mid","a.forb",-0.150949365,-2.59909067343897
"410","22","RCP45","Mid","p.cool.grass",5.6354365,8.45985807632312
"411","22","RCP45","Mid","p.forb",1.242964115,7.20328444737395
"412","22","RCP45","Mid","p.warm.grass",11.14481505,34.1447547231686
"413","22","RCP45","Mid","sagebrush",275.81829014,62.3254921687184
"414","22","RCP45","Mid","shrub",0.214643149999999,2.56657863337879
"415","22","RCP45","Late","a.forb",0.66914431,11.521524024336
"416","22","RCP45","Late","p.cool.grass",5.36269508999999,8.0504215366449
"417","22","RCP45","Late","p.forb",1.621273735,9.3956822560894
"418","22","RCP45","Late","p.warm.grass",10.16296483,31.1366262987503
"419","22","RCP45","Late","sagebrush",309.05112335,69.8349748970859
"420","22","RCP45","Late","shrub",0.08456273,1.01115221239616
"421","22","RCP85","Mid","a.forb",0.05762673,0.992234028170877
"422","22","RCP85","Mid","p.cool.grass",4.89148281999999,7.34304262677306
"423","22","RCP85","Mid","p.forb",1.679759955,9.73462436538085
"424","22","RCP85","Mid","p.warm.grass",10.81914267,33.1469810063934
"425","22","RCP85","Mid","sagebrush",297.87058208,67.3085552857841
"426","22","RCP85","Mid","shrub",0.0847065399999991,1.01287180919328
"427","22","RCP85","Late","a.forb",0.376458145,6.48196733791916
"428","22","RCP85","Late","p.cool.grass",4.63747409999999,6.96172740454519
"429","22","RCP85","Late","p.forb",-1.319463335,-7.64661634651108
"430","22","RCP85","Late","p.warm.grass",13.08129188,40.0776056579581
"431","22","RCP85","Late","sagebrush",246.93460908,55.7987689525203
"432","22","RCP85","Late","shrub",-1.1114402,-13.289959030131
"433","23","RCP45","Mid","a.forb",0.47363783,7.95106246693286
"434","23","RCP45","Mid","p.cool.grass",8.87569277,14.0993802552052
"435","23","RCP45","Mid","p.forb",1.76889271,10.5640387644393
"436","23","RCP45","Mid","p.warm.grass",12.00289217,39.2256980072643
"437","23","RCP45","Mid","sagebrush",290.05014104,67.1565309812913
"438","23","RCP45","Mid","shrub",0.968215720000001,12.622810771202
"439","23","RCP45","Late","a.forb",0.12081834,2.02820405728811
"440","23","RCP45","Late","p.cool.grass",9.80192887,15.5707420202427
"441","23","RCP45","Late","p.forb",1.96079454,11.7100994382304
"442","23","RCP45","Late","p.warm.grass",12.2050444,39.8863356446909
"443","23","RCP45","Late","sagebrush",295.83868594,68.4967771660357
"444","23","RCP45","Late","shrub",1.14478016,14.924714643454
"445","23","RCP85","Mid","a.forb",0.40468539,6.79354268501965
"446","23","RCP85","Mid","p.cool.grass",8.61261634,13.6814732006382
"447","23","RCP85","Mid","p.forb",1.88021593,11.2288743448076
"448","23","RCP85","Mid","p.warm.grass",12.71976175,41.5684425106229
"449","23","RCP85","Mid","sagebrush",274.69920899,63.6022650184785
"450","23","RCP85","Mid","shrub",0.822426859999999,10.7221339340925
"451","23","RCP85","Late","a.forb",0.33445096,5.61450185489968
"452","23","RCP85","Late","p.cool.grass",7.35306273,11.6806237166146
"453","23","RCP85","Late","p.forb",-0.732484490000001,-4.37448495489052
"454","23","RCP85","Late","p.warm.grass",14.58062727,47.6497892298821
"455","23","RCP85","Late","sagebrush",229.58876468,53.1576538211802
"456","23","RCP85","Late","shrub",-0.41624511,-5.42666592726687
"457","24","RCP45","Mid","a.forb",0.122140765,2.03429625626087
"458","24","RCP45","Mid","p.cool.grass",7.10386126,10.9913292246757
"459","24","RCP45","Mid","p.forb",1.33455116,7.76063311619672
"460","24","RCP45","Mid","p.warm.grass",10.11153691,30.5724079605069
"461","24","RCP45","Mid","sagebrush",327.37353974,78.0566783665906
"462","24","RCP45","Mid","shrub",1.2182604,16.6187546115968
"463","24","RCP45","Late","a.forb",0.42705587,7.11276171845842
"464","24","RCP45","Late","p.cool.grass",6.73481430000001,10.420327555546
"465","24","RCP45","Late","p.forb",1.941120015,11.2879301464331
"466","24","RCP45","Late","p.warm.grass",9.56887123,28.9316488253928
"467","24","RCP45","Late","sagebrush",336.67771268,80.2751008915799
"468","24","RCP45","Late","shrub",1.24818181,17.0269239737652
"469","24","RCP85","Mid","a.forb",0.15140705,2.52173625231922
"470","24","RCP85","Mid","p.cool.grass",6.52008310000001,10.0880883369538
"471","24","RCP85","Mid","p.forb",1.51008927,8.78141591602627
"472","24","RCP85","Mid","p.warm.grass",9.80917881,29.6582229789714
"473","24","RCP85","Mid","sagebrush",308.70362708,73.6051537601995
"474","24","RCP85","Mid","shrub",1.23030253,16.7830258983192
"475","24","RCP85","Late","a.forb",0.32646562,5.43739666739342
"476","24","RCP85","Late","p.cool.grass",7.27722449000001,11.259562551122
"477","24","RCP85","Late","p.forb",-0.992864490000002,-5.77366928442802
"478","24","RCP85","Late","p.warm.grass",11.94584202,36.1184614087717
"479","24","RCP85","Late","sagebrush",236.41036829,56.3680500714732
"480","24","RCP85","Late","shrub",0.24710893,3.37090713118826
"481","25","RCP45","Mid","a.forb",-0.150925625,-2.24205261245203
"482","25","RCP45","Mid","p.cool.grass",2.20085027,3.22067330944691
"483","25","RCP45","Mid","p.forb",-1.148576075,-5.92199147652534
"484","25","RCP45","Mid","p.warm.grass",2.6731352,6.50775433403697
"485","25","RCP45","Mid","sagebrush",161.70510775,27.6770130853714
"486","25","RCP45","Mid","shrub",0.2777183,3.38093434046171
"487","25","RCP45","Late","a.forb",-0.495682,-7.36352838058775
"488","25","RCP45","Late","p.cool.grass",3.47460173,5.08465169362432
"489","25","RCP45","Late","p.forb",-0.799382259999998,-4.12156846485379
"490","25","RCP45","Late","p.warm.grass",2.86311203,6.97025340209723
"491","25","RCP45","Late","sagebrush",168.27456825,28.8014243470332
"492","25","RCP45","Late","shrub",0.577951789999998,7.0359679356467
"493","25","RCP85","Mid","a.forb",-0.458391635000001,-6.80956704852411
"494","25","RCP85","Mid","p.cool.grass",3.15878673,4.62249533747067
"495","25","RCP85","Mid","p.forb",-0.718409654999999,-3.70407842037237
"496","25","RCP85","Mid","p.warm.grass",1.22879188,2.99149690696506
"497","25","RCP85","Mid","sagebrush",150.96317107,25.8384519774921
"498","25","RCP85","Mid","shrub",0.41096151,5.00303322383508
"499","25","RCP85","Late","a.forb",-0.412397230000001,-6.12630417723617
"500","25","RCP85","Late","p.cool.grass",1.97450131000001,2.88943948403404
"501","25","RCP85","Late","p.forb",-3.44778178,-17.7765624397838
"502","25","RCP85","Late","p.warm.grass",6.08934378,14.8245226712573
"503","25","RCP85","Late","sagebrush",87.24920937,14.9333409625819
"504","25","RCP85","Late","shrub",-0.90433269,-11.0093193240169
"505","26","RCP45","Mid","a.forb",0.379910444999999,6.67945683897172
"506","26","RCP45","Mid","p.cool.grass",-1.30840377999999,-1.77444361888073
"507","26","RCP45","Mid","p.forb",0.212930505000003,1.15555929140706
"508","26","RCP45","Mid","p.warm.grass",4.26319934,10.9830246916526
"509","26","RCP45","Mid","sagebrush",162.20221742,29.5811458162513
"510","26","RCP45","Mid","shrub",-0.366052759999999,-4.10953283574773
"511","26","RCP45","Late","a.forb",0.6194261,10.8905400057705
"512","26","RCP45","Late","p.cool.grass",-2.92740051999999,-3.97011018465733
"513","26","RCP45","Late","p.forb",0.269925480000001,1.46486712367262
"514","26","RCP45","Late","p.warm.grass",3.99329458,10.2876852512326
"515","26","RCP45","Late","sagebrush",210.63323727,38.4136086703378
"516","26","RCP45","Late","shrub",-0.293229089999999,-3.29196964325969
"517","26","RCP85","Mid","a.forb",0.594627285,10.4545356351875
"518","26","RCP85","Mid","p.cool.grass",-2.22971745999999,-3.02391966400766
"519","26","RCP85","Mid","p.forb",0.135064509999999,0.73298586066773
"520","26","RCP85","Mid","p.warm.grass",4.20680548,10.8377405734491
"521","26","RCP85","Mid","sagebrush",174.85218076,31.8881451660927
"522","26","RCP85","Mid","shrub",-0.2353127,-2.64176472079724
"523","26","RCP85","Late","a.forb",0.77051788,13.5469845350422
"524","26","RCP85","Late","p.cool.grass",-3.76972558999999,-5.11246269718583
"525","26","RCP85","Late","p.forb",-2.538329885,-13.7753427263413
"526","26","RCP85","Late","p.warm.grass",7.30914223,18.8301046197129
"527","26","RCP85","Late","sagebrush",102.259696,18.6493071834451
"528","26","RCP85","Late","shrub",-1.60812334,-18.0537791045814
"529","27","RCP45","Mid","a.forb",0.75712843,13.6074439286999
"530","27","RCP45","Mid","p.cool.grass",5.61836557000001,8.58957915041417
"531","27","RCP45","Mid","p.forb",0.646280474999998,3.62758444177246
"532","27","RCP45","Mid","p.warm.grass",9.12819631,25.8088547531576
"533","27","RCP45","Mid","sagebrush",316.19195647,73.3073201742968
"534","27","RCP45","Mid","shrub",0.86301506,11.1284084422698
"535","27","RCP45","Late","a.forb",0.550184285,9.88815306881203
"536","27","RCP45","Late","p.cool.grass",6.07418376,9.28645199936327
"537","27","RCP45","Late","p.forb",0.740948894999999,4.15896006087837
"538","27","RCP45","Late","p.warm.grass",8.57651301,24.2490379310934
"539","27","RCP45","Late","sagebrush",306.13942045,70.9766964455692
"540","27","RCP45","Late","shrub",0.95790448,12.3519887383194
"541","27","RCP85","Mid","a.forb",0.86711198,15.5841164856984
"542","27","RCP85","Mid","p.cool.grass",6.15729689,9.41351863461137
"543","27","RCP85","Mid","p.forb",0.698355274999997,3.91988127201232
"544","27","RCP85","Mid","p.warm.grass",7.0754888,20.0050761996368
"545","27","RCP85","Mid","sagebrush",312.73546165,72.5059513625175
"546","27","RCP85","Mid","shrub",0.74057133,9.54952077067456
"547","27","RCP85","Late","a.forb",0.728339715,13.0900405270843
"548","27","RCP85","Late","p.cool.grass",5.49830245,8.4060219113138
"549","27","RCP85","Late","p.forb",-1.83894556,-10.3220359592676
"550","27","RCP85","Late","p.warm.grass",9.53814994,26.967948327932
"551","27","RCP85","Late","sagebrush",245.75815148,56.9776400928056
"552","27","RCP85","Late","shrub",-0.148030670000001,-1.90882620025525
"553","28","RCP45","Mid","a.forb",-1.2251847,-22.3069729668966
"554","28","RCP45","Mid","p.cool.grass",-0.200509409999995,-0.282605392584338
"555","28","RCP45","Mid","p.forb",-0.585526625,-3.03324832075748
"556","28","RCP45","Mid","p.warm.grass",0.771792859999998,1.84697479606914
"557","28","RCP45","Mid","sagebrush",-38.87979924,-5.20243940658402
"558","28","RCP45","Mid","shrub",0.389855749999999,4.76257463697077
"559","28","RCP45","Late","a.forb",0.94395674,17.1866474345459
"560","28","RCP45","Late","p.cool.grass",1.38799921,1.9562975206441
"561","28","RCP45","Late","p.forb",-0.75627832,-3.91780637501375
"562","28","RCP45","Late","p.warm.grass",0.553421669999999,1.32439146442543
"563","28","RCP45","Late","sagebrush",5.93442017000007,0.794074608180394
"564","28","RCP45","Late","shrub",0.47770175,5.83572318373285
"565","28","RCP85","Mid","a.forb",0.546207795,9.94482098688728
"566","28","RCP85","Mid","p.cool.grass",0.923686930000002,1.30187858753202
"567","28","RCP85","Mid","p.forb",-0.547325475000001,-2.83535198412462
"568","28","RCP85","Mid","p.warm.grass",0.894530410000002,2.14069759804126
"569","28","RCP85","Mid","sagebrush",-19.78432737,-2.64730699114708
"570","28","RCP85","Mid","shrub",0.33915236,4.14316943588695
"571","28","RCP85","Late","a.forb",0.903682164999999,16.4533670925874
"572","28","RCP85","Late","p.cool.grass",0.0519403800000049,0.0732066962886252
"573","28","RCP85","Late","p.forb",-3.62907352,-18.7999668852726
"574","28","RCP85","Late","p.warm.grass",3.37109038,8.06734460737449
"575","28","RCP85","Late","sagebrush",-80.16083498,-10.7261841603231
"576","28","RCP85","Late","shrub",-0.719200980000001,-8.78593773782364
"577","29","RCP45","Mid","a.forb",0.43586578,7.48696513054672
"578","29","RCP45","Mid","p.cool.grass",0.612894240000003,0.869089282298375
"579","29","RCP45","Mid","p.forb",0.48491911,2.70440051901206
"580","29","RCP45","Mid","p.warm.grass",4.16193636,10.7992760364976
"581","29","RCP45","Mid","sagebrush",63.84664981,9.62079524925485
"582","29","RCP45","Mid","shrub",0.17832879,2.11416681401501
"583","29","RCP45","Late","a.forb",0.339257605,5.82750464812308
"584","29","RCP45","Late","p.cool.grass",2.33307247,3.30831674727828
"585","29","RCP45","Late","p.forb",0.601046280000002,3.35204333684081
"586","29","RCP45","Late","p.warm.grass",3.684504,9.56044790496976
"587","29","RCP45","Late","sagebrush",60.04461424,9.04788177833339
"588","29","RCP45","Late","shrub",0.0428074299999999,0.507501048480563
"589","29","RCP85","Mid","a.forb",0.46895484,8.05534340154236
"590","29","RCP85","Mid","p.cool.grass",0.907738219999999,1.28718057153645
"591","29","RCP85","Mid","p.forb",0.830851275000001,4.63366894188154
"592","29","RCP85","Mid","p.warm.grass",3.77388019999999,9.79235876842496
"593","29","RCP85","Mid","sagebrush",49.63193542,7.4788370246683
"594","29","RCP85","Mid","shrub",0.11022286,1.30674083953479
"595","29","RCP85","Late","a.forb",0.207584305,3.56572257905582
"596","29","RCP85","Late","p.cool.grass",-0.578406209999997,-0.820184960338049
"597","29","RCP85","Late","p.forb",-1.472650535,-8.21299220642674
"598","29","RCP85","Late","p.warm.grass",6.77101866,17.5692497992968
"599","29","RCP85","Late","sagebrush",-15.1414752100001,-2.28160809064507
"600","29","RCP85","Late","shrub",-0.77792935,-9.22269710582494
"601","30","RCP45","Mid","a.forb",0.280690225,4.68278523908264
"602","30","RCP45","Mid","p.cool.grass",-0.226527540000006,-0.315034640608583
"603","30","RCP45","Mid","p.forb",0.785329135000001,4.40677407893802
"604","30","RCP45","Mid","p.warm.grass",3.65454478,9.31888256947762
"605","30","RCP45","Mid","sagebrush",183.44650396,33.4767488471535
"606","30","RCP45","Mid","shrub",0.405005390000001,4.93014838997722
"607","30","RCP45","Late","a.forb",0.308908525,5.15355417559265
"608","30","RCP45","Late","p.cool.grass",0.964359759999994,1.34114699876655
"609","30","RCP45","Late","p.forb",0.831224390000003,4.66430943712928
"610","30","RCP45","Late","p.warm.grass",4.0649832,10.3654773352372
"611","30","RCP45","Late","sagebrush",196.58474854,35.8743181908191
"612","30","RCP45","Late","shrub",0.498584230000001,6.06928771689317
"613","30","RCP85","Mid","a.forb",0.354090885,5.90733635120963
"614","30","RCP85","Mid","p.cool.grass",-1.01928817,-1.41753661525005
"615","30","RCP85","Mid","p.forb",0.794111645000001,4.45605601143122
"616","30","RCP85","Mid","p.warm.grass",4.53033159,11.5520894200139
"617","30","RCP85","Mid","sagebrush",195.69908143,35.7126947487604
"618","30","RCP85","Mid","shrub",0.46154295,5.61838258954487
"619","30","RCP85","Late","a.forb",0.375904145,6.27124931591751
"620","30","RCP85","Late","p.cool.grass",-2.14553753,-2.98382547515307
"621","30","RCP85","Late","p.forb",-2.195261245,-12.3184279301737
"622","30","RCP85","Late","p.warm.grass",5.20076526,13.2616573737424
"623","30","RCP85","Late","sagebrush",132.29288088,24.1418367310604
"624","30","RCP85","Late","shrub",-0.979592919999999,-11.9246276138969
"625","31","RCP45","Mid","a.forb",0.0991324599999999,1.61483333945607
"626","31","RCP45","Mid","p.cool.grass",1.04145136,1.46826399971717
"627","31","RCP45","Mid","p.forb",0.46497175,2.56582853776573
"628","31","RCP45","Mid","p.warm.grass",4.75922259999999,12.7718665407835
"629","31","RCP45","Mid","sagebrush",220.32363825,43.6394699647758
"630","31","RCP45","Mid","shrub",0.131424020000001,1.57451182033265
"631","31","RCP45","Late","a.forb",0.342914685,5.58596110625195
"632","31","RCP45","Late","p.cool.grass",2.25909385999999,3.18492664565737
"633","31","RCP45","Late","p.forb",0.464904969999999,2.56546002929235
"634","31","RCP45","Late","p.warm.grass",5.05541639,13.5667332394097
"635","31","RCP45","Late","sagebrush",227.20347963,45.0021591144722
"636","31","RCP45","Late","shrub",0.190799160000001,2.28584951768741
"637","31","RCP85","Mid","a.forb",0.10177348,1.65785463789021
"638","31","RCP85","Mid","p.cool.grass",0.684492489999997,0.965014516994596
"639","31","RCP85","Mid","p.forb",0.606257135,3.34547606001244
"640","31","RCP85","Mid","p.warm.grass",5.06202707,13.5844736835536
"641","31","RCP85","Mid","sagebrush",187.65749636,37.1692921427474
"642","31","RCP85","Mid","shrub",0.21989771,2.63446167343747
"643","31","RCP85","Late","a.forb",0.0976438850000001,1.59058496976686
"644","31","RCP85","Late","p.cool.grass",-0.867047600000006,-1.22238524622138
"645","31","RCP85","Late","p.forb",-2.228649965,-12.2982389379303
"646","31","RCP85","Late","p.warm.grass",7.77408372999999,20.8625584935734
"647","31","RCP85","Late","sagebrush",145.05160468,28.7303495714463
"648","31","RCP85","Late","shrub",-0.93190758,-11.1646219630749
"649","32","RCP45","Mid","a.forb",0.0994881999999997,1.56524910057553
"650","32","RCP45","Mid","p.cool.grass",0.64148311000001,0.903201159795017
"651","32","RCP45","Mid","p.forb",0.639791470000002,3.55554098271889
"652","32","RCP45","Mid","p.warm.grass",7.6074319,21.2768592021647
"653","32","RCP45","Mid","sagebrush",256.15541318,52.1537165801709
"654","32","RCP45","Mid","shrub",0.3687469,4.40040334979156
"655","32","RCP45","Late","a.forb",-0.14471094,-2.27673903717667
"656","32","RCP45","Late","p.cool.grass",1.62432296,2.28702885311143
"657","32","RCP45","Late","p.forb",0.692406470000002,3.84794061225092
"658","32","RCP45","Late","p.warm.grass",7.23723778,20.2414811307936
"659","32","RCP45","Late","sagebrush",252.89390375,51.4896672191829
"660","32","RCP45","Late","shrub",0.38685853,4.616536630701
"661","32","RCP85","Mid","a.forb",-0.0982396149999998,-1.54560509708323
"662","32","RCP85","Mid","p.cool.grass",-0.149590359999991,-0.210621580739894
"663","32","RCP85","Mid","p.forb",0.489919015000002,2.72264826545088
"664","32","RCP85","Mid","p.warm.grass",6.77975422,18.9619674366355
"665","32","RCP85","Mid","sagebrush",241.10332951,49.0890844651565
"666","32","RCP85","Mid","shrub",0.15832402,1.88934347098367
"667","32","RCP85","Late","a.forb",-0.00383795499999984,-0.0603825942352873
"668","32","RCP85","Late","p.cool.grass",-0.79671098,-1.12176029257795
"669","32","RCP85","Late","p.forb",-1.53307845,-8.51984359638012
"670","32","RCP85","Late","p.warm.grass",9.07688082,25.3866899816703
"671","32","RCP85","Late","sagebrush",160.21380249,32.6198269385131
"672","32","RCP85","Late","shrub",-0.6292286,-7.50883502810372
"673","33","RCP45","Mid","a.forb",-0.132843175000001,-2.2014099496531
"674","33","RCP45","Mid","p.cool.grass",-0.107065120000001,-0.150962774239726
"675","33","RCP45","Mid","p.forb",0.102850325000002,0.547379467889737
"676","33","RCP45","Mid","p.warm.grass",2.3160693,5.60363885470262
"677","33","RCP45","Mid","sagebrush",169.52375152,31.0344483684571
"678","33","RCP45","Mid","shrub",0.197214450000001,2.36412773727967
"679","33","RCP45","Late","a.forb",0.34873569,5.77907158395706
"680","33","RCP45","Late","p.cool.grass",0.722024730000001,1.01806130988774
"681","33","RCP45","Late","p.forb",-0.139581509999999,-0.742866419440523
"682","33","RCP45","Late","p.warm.grass",1.56024753,3.77495771912429
"683","33","RCP45","Late","sagebrush",180.60561734,33.0631882325368
"684","33","RCP45","Late","shrub",0.25421542,3.04743250642232
"685","33","RCP85","Mid","a.forb",0.452091985,7.49183986258546
"686","33","RCP85","Mid","p.cool.grass",0.714773070000007,1.00783640460166
"687","33","RCP85","Mid","p.forb",-0.0785485450000003,-0.418043022864657
"688","33","RCP85","Mid","p.warm.grass",2.14667786,5.1938029077221
"689","33","RCP85","Mid","sagebrush",182.7801651,33.4612792939802
"690","33","RCP85","Mid","shrub",0.15231591,1.82590204551438
"691","33","RCP85","Late","a.forb",0.16179467,2.68117949107162
"692","33","RCP85","Late","p.cool.grass",-0.840456020000005,-1.1850504852157
"693","33","RCP85","Late","p.forb",-3.17403934,-16.8925471552011
"694","33","RCP85","Late","p.warm.grass",4.04531378999999,9.78747809191562
"695","33","RCP85","Late","sagebrush",93.41980982,17.1022186475612
"696","33","RCP85","Late","shrub",-1.07345772,-12.8681806563819
"697","34","RCP45","Mid","a.forb",0.138973715000001,2.16674221062382
"698","34","RCP45","Mid","p.cool.grass",4.80728179,7.28487620287586
"699","34","RCP45","Mid","p.forb",0.759537559999998,4.31269004876151
"700","34","RCP45","Mid","p.warm.grass",8.0629134,23.1700504514689
"701","34","RCP45","Mid","sagebrush",205.1901892,40.6012285900102
"702","34","RCP45","Mid","shrub",-0.0596563400000001,-0.698938673952322
"703","34","RCP45","Late","a.forb",-0.90061593,-14.0415225360509
"704","34","RCP45","Late","p.cool.grass",5.94828149,9.01392848753888
"705","34","RCP45","Late","p.forb",0.895495074999999,5.08466322411686
"706","34","RCP45","Late","p.warm.grass",8.10005827000001,23.2767920806068
"707","34","RCP45","Late","sagebrush",231.37790891,45.7830240664034
"708","34","RCP45","Late","shrub",0.312379699999999,3.6598667180659
"709","34","RCP85","Mid","a.forb",-0.129197875,-2.01432687674356
"710","34","RCP85","Mid","p.cool.grass",5.08262947999999,7.70213358907076
"711","34","RCP85","Mid","p.forb",0.99291294,5.63780645110499
"712","34","RCP85","Mid","p.warm.grass",8.00280999,22.9973338448382
"713","34","RCP85","Mid","sagebrush",214.50640196,42.4446387712506
"714","34","RCP85","Mid","shrub",0.121913129999999,1.42834443781795
"715","34","RCP85","Late","a.forb",0.10418955,1.62442153820886
"716","34","RCP85","Late","p.cool.grass",4.52420806000001,6.85591090202207
"717","34","RCP85","Late","p.forb",-2.46885867,-14.0182958403105
"718","34","RCP85","Late","p.warm.grass",10.7572975,30.9127871566202
"719","34","RCP85","Late","sagebrush",141.38107235,27.9752421846449
"720","34","RCP85","Late","shrub",-0.85958979,-10.0710259457009
"721","35","RCP45","Mid","a.forb",0.740422975,13.2077288338906
"722","35","RCP45","Mid","p.cool.grass",13.19131336,22.5514884747653
"723","35","RCP45","Mid","p.forb",2.503784445,15.5241524454382
"724","35","RCP45","Mid","p.warm.grass",15.80507748,58.0899984812949
"725","35","RCP45","Mid","sagebrush",337.39042875,89.4476973727858
"726","35","RCP45","Mid","shrub",1.4610372,20.5021732262476
"727","35","RCP45","Late","a.forb",0.459241355,8.191986865546
"728","35","RCP45","Late","p.cool.grass",11.91898808,20.3763579092919
"729","35","RCP45","Late","p.forb",2.257524055,13.9972702718279
"730","35","RCP45","Late","p.warm.grass",15.97560888,58.7167697691641
"731","35","RCP45","Late","sagebrush",365.70949677,96.9555435067651
"732","35","RCP45","Late","shrub",1.53752486,21.5754951478184
"733","35","RCP85","Mid","a.forb",0.612570335,10.9270824238882
"734","35","RCP85","Mid","p.cool.grass",12.61546575,21.5670360259656
"735","35","RCP85","Mid","p.forb",2.493115795,15.4580038800863
"736","35","RCP85","Mid","p.warm.grass",15.8375919,58.2095020149416
"737","35","RCP85","Mid","sagebrush",357.49498874,94.7777436472492
"738","35","RCP85","Mid","shrub",1.57313622,22.0752156693371
"739","35","RCP85","Late","a.forb",0.80490584,14.357979736562
"740","35","RCP85","Late","p.cool.grass",10.67088965,18.2426448671269
"741","35","RCP85","Late","p.forb",-0.0877250200000006,-0.543919260493337
"742","35","RCP85","Late","p.warm.grass",18.4511867,67.8155111063137
"743","35","RCP85","Late","sagebrush",302.18034515,80.1129307820685
"744","35","RCP85","Late","shrub",0.0198739400000001,0.27888335804732
"745","37","RCP45","Mid","a.forb",-0.46809407,-7.07334255491693
"746","37","RCP45","Mid","p.cool.grass",6.00724129,8.98606170632158
"747","37","RCP45","Mid","p.forb",-0.589052349999999,-3.07717243714127
"748","37","RCP45","Mid","p.warm.grass",-0.316725720000001,-0.724236434204015
"749","37","RCP45","Mid","sagebrush",-105.02441887,-12.4361913192306
"750","37","RCP45","Mid","shrub",0.0878405400000002,1.02381490606993
"751","37","RCP45","Late","a.forb",-1.22285467,-18.4784865482058
"752","37","RCP45","Late","p.cool.grass",5.34120944,7.98976356986443
"753","37","RCP45","Late","p.forb",-0.475644415000001,-2.48473651572426
"754","37","RCP45","Late","p.warm.grass",-0.613562189999996,-1.40299339329942
"755","37","RCP45","Late","sagebrush",-55.63892091,-6.58833700464257
"756","37","RCP45","Late","shrub",-0.00175583999999951,-0.0204649830781245
"757","37","RCP85","Mid","a.forb",-0.241348525,-3.6470036726783
"758","37","RCP85","Mid","p.cool.grass",5.29232091999999,7.91663262069112
"759","37","RCP85","Mid","p.forb",-0.507276825000002,-2.64998223653728
"760","37","RCP85","Mid","p.warm.grass",-0.431379939999999,-0.986408901470776
"761","37","RCP85","Mid","sagebrush",-92.36052796,-10.936629865836
"762","37","RCP85","Mid","shrub",-0.14922915,-1.73932250632959
"763","37","RCP85","Late","a.forb",-0.175940605,-2.65862835751013
"764","37","RCP85","Late","p.cool.grass",3.28209765999999,4.90959671422381
"765","37","RCP85","Late","p.forb",-3.230805945,-16.8775271055385
"766","37","RCP85","Late","p.warm.grass",1.94973602,4.45833657829849
"767","37","RCP85","Late","sagebrush",-161.49254943,-19.1227170114385
"768","37","RCP85","Late","shrub",-1.0364831,-12.0806047830485
"769","38","RCP45","Mid","a.forb",-0.28112251,-4.38734300393867
"770","38","RCP45","Mid","p.cool.grass",0.377849929999996,0.534465245337112
"771","38","RCP45","Mid","p.forb",0.129984759999999,0.702986709787674
"772","38","RCP45","Mid","p.warm.grass",0.123705579999999,0.287602215464955
"773","38","RCP45","Mid","sagebrush",145.08733152,24.3050901073859
"774","38","RCP45","Mid","shrub",0.78232047,9.70826698805753
"775","38","RCP45","Late","a.forb",-0.94645751,-14.7709044538045
"776","38","RCP45","Late","p.cool.grass",1.09015468999999,1.54201376680486
"777","38","RCP45","Late","p.forb",0.0210019899999985,0.113583468162673
"778","38","RCP45","Late","p.warm.grass",0.951792490000003,2.21281553174002
"779","38","RCP45","Late","sagebrush",156.79601683,26.2665339392986
"780","38","RCP45","Late","shrub",0.685515430000001,8.50695728167904
"781","38","RCP85","Mid","a.forb",-0.105879525000001,-1.65241052119626
"782","38","RCP85","Mid","p.cool.grass",-0.360629770000003,-0.510107487644419
"783","38","RCP85","Mid","p.forb",0.162387124999999,0.878225960609762
"784","38","RCP85","Mid","p.warm.grass",0.556388779999999,1.29354428302946
"785","38","RCP85","Mid","sagebrush",132.91889836,22.2666291244659
"786","38","RCP85","Mid","shrub",0.507265370000001,6.29494923705089
"787","38","RCP85","Late","a.forb",0.0987620399999996,1.54133137630533
"788","38","RCP85","Late","p.cool.grass",1.20703694999999,1.70734264688817
"789","38","RCP85","Late","p.forb",-2.64300972,-14.293988826072
"790","38","RCP85","Late","p.warm.grass",2.04200862,4.74745119105007
"791","38","RCP85","Late","sagebrush",85.5840997400001,14.3370839765804
"792","38","RCP85","Late","shrub",-0.419813859999999,-5.20971289191371
"793","39","RCP45","Mid","a.forb",0.32793597,5.52634815844915
"794","39","RCP45","Mid","p.cool.grass",3.18511638999999,4.76752333569907
"795","39","RCP45","Mid","p.forb",-0.139841395000001,-0.751322410422245
"796","39","RCP45","Mid","p.warm.grass",4.02154903,10.1547338469574
"797","39","RCP45","Mid","sagebrush",95.95530452,15.2072633970855
"798","39","RCP45","Mid","shrub",-0.2008078,-2.27710746487061
"799","39","RCP45","Late","a.forb",0.09175836,1.5463038220794
"800","39","RCP45","Late","p.cool.grass",5.46197884,8.17556044750837
"801","39","RCP45","Late","p.forb",0.190065499999999,1.02116021939074
"802","39","RCP45","Late","p.warm.grass",3.92077676,9.90027578282096
"803","39","RCP45","Late","sagebrush",129.07958556,20.4568915352503
"804","39","RCP45","Late","shrub",-0.40422152,-4.58376537491745
"805","39","RCP85","Mid","a.forb",0.397670564999999,6.70150942745678
